Rank_QS,Previous_Rank,Name,Region,Size,Focus,Research,Status,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
558,552,Al Ain University,Asia,S,FO,VH,Private not for Profit,494,20.8,631,801,17.0,764,100.0,1,100.0,20.0,74.4,238.0,37.1,801.0,7.3,801,42.9,801.0,29.5,428.0,2588.0,11.0,0.61,2.16,48.8,28.0,30.2,78.7,18.6,99.1,2026.0,United Arab Emirates,558.0,428.0,39.15,40.75,20.8,61.0,25.6,54.45
558,526,Coventry University,Europe,L,CO,VH,Public,701,18.5,697,798,14.8,801,85.1,258,99.5,62.0,99.5,51.0,84.3,271.0,18.4,752,71.2,297.0,29.5,685.0,30640.0,14.6,0.58,2.12,41.68,21.6,15.1,73.5,44.9,94.4,2026.0,United Kingdom,558.0,685.0,35.59,46.92,21.8,58.0,16.0,44.3
558,580,Jawaharlal Nehru University,Asia,M,CO,VH,Public,303,17.4,701,801,37.6,497,20.1,,1.7,801.0,6.0,801.0,56.9,737.0,20.6,716,59.3,514.0,29.5,821.0,7759.0,11.2,0.01,1.79,38.58,46.0,24.4,48.5,39.5,24.1,2026.0,India,558.0,821.0,34.04,41.85,16.7,1.0,39.8,36.45
563,611-620,American University of the Middle East,Asia,M,SP,HI,Private for Profit,487,34.7,416,652,8.9,801,100.0,7,36.9,528.0,38.6,512.0,67.2,586.0,6.1,801,47.2,783.0,29.4,614.0,5014.0,11.1,0.15,2.61,43.34,29.1,19.5,71.9,27.7,85.6,2026.0,Kuwait,563.0,614.0,36.37,41.88,28.9,15.0,25.9,45.7
563,574,University of Debrecen,Europe,L,FC,HI,Public,458,21.5,613,426,7.4,801,14.4,801,76.5,248.0,78.7,220.0,74.9,444.0,25.9,625,70.4,311.0,29.4,876.0,20923.0,12.2,0.25,2.36,37.66,41.7,18.2,45.7,50.6,58.0,2026.0,Hungary,563.0,876.0,33.53,36.55,45.9,25.0,27.3,31.95
566,474,Bangor University,Europe,M,FC,VH,Public,701,10.5,701,801,44.4,422,38.1,515,77.4,239.0,79.5,210.0,74.7,447.0,16.9,787,78.0,195.0,29.3,507.0,9035.0,15.7,0.31,2.49,46.04,28.3,26.0,70.3,63.2,87.1,2026.0,United Kingdom,566.0,507.0,37.67,53.85,18.9,31.0,12.8,48.15
566,631-640,Savitribai Phule Pune University,Asia,M,CO,VH,Public,701,20.3,647,420,63.8,257,20.1,,3.3,801.0,7.5,801.0,54.7,773.0,30.4,547,43.0,801.0,29.3,969.0,6043.0,12.2,0.02,1.95,36.04,40.9,13.3,56.2,37.1,23.7,2026.0,India,566.0,969.0,32.67,47.0,47.1,2.0,11.1,34.75
566,611-620,University of Minho,Europe,L,FC,VH,Public,564,17.1,701,676,38.6,485,21.3,694,26.0,645.0,32.0,589.0,83.6,284.0,15.7,801,67.7,353.0,29.3,663.0,21465.0,20.8,0.13,2.32,42.11,28.0,33.6,57.1,82.6,48.9,2026.0,Portugal,566.0,663.0,35.7,53.22,28.3,13.0,22.2,45.35
575,611-620,Brno University of Technology,Europe,L,FO,VH,Public,691,36.4,393,544,13.7,801,26.7,631,77.3,241.0,79.2,215.0,80.7,339.0,15.7,801,61.3,471.0,29.1,1316.0,17555.0,14.5,0.26,0.39,30.11,24.6,17.7,34.5,73.7,59.0,2026.0,Czechia,575.0,1316.0,29.6,36.65,37.0,26.0,17.7,26.1
578,562,Universiti Teknologi Brunei,Asia,S,FO,VH,Public,609,13.1,701,123,22.7,673,100.0,62,7.7,801.0,11.5,801.0,20.7,801.0,16.6,794,34.7,801.0,29.0,758.0,1977.0,7.7,0.04,2.57,39.91,29.9,14.0,68.5,33.5,68.5,2026.0,Brunei Darussalam,578.0,758.0,34.46,31.48,86.5,4.0,20.2,41.25
582,547,University of Iceland,Europe,M,CO,VH,Public,701,2.0,701,35,18.0,751,32.4,557,18.1,761.0,24.2,700.0,75.5,432.0,89.3,110,49.4,719.0,28.8,521.0,9343.0,16.0,0.13,2.9,45.75,24.6,35.3,69.3,83.1,55.2,2026.0,Iceland,582.0,521.0,37.28,49.52,99.6,13.0,9.6,52.3
584,621-630,Charles Darwin University,Oceania,M,FO,VH,Public,701,7.3,701,801,65.1,247,41.8,483,88.9,178.0,88.5,154.0,49.7,801.0,4.8,801,70.7,305.0,28.7,467.0,7195.0,23.9,0.38,2.73,47.23,22.7,29.9,78.9,50.4,82.4,2026.0,Australia,584.0,467.0,37.96,55.9,6.4,38.0,7.8,54.4
584,554,University of Dhaka,Asia,XL,FC,HI,Public,401,51.3,242,801,6.9,801,2.2,801,1.4,801.0,1.3,801.0,57.8,720.0,97.0,59,54.2,619.0,28.7,931.0,35843.0,18.6,0.0,1.87,36.73,17.7,13.3,76.5,33.2,45.0,2026.0,Bangladesh,584.0,931.0,32.71,38.62,10.5,0.0,30.5,44.9
587,641-650,National Central University,Asia,M,CO,VH,Public,428,38.7,360,706,25.6,628,18.5,735,18.4,755.0,20.4,755.0,33.9,801.0,18.7,747,60.6,496.0,28.6,1158.0,11391.0,10.1,0.07,0.59,32.73,31.0,25.1,30.7,99.0,41.8,2026.0,Taiwan,587.0,1158.0,30.66,28.83,26.4,7.0,28.9,27.9
591,587,Bond University,Oceania,S,FO,VH,Private not for Profit,701,8.3,701,362,53.8,346,63.5,366,90.4,164.0,91.2,139.0,24.6,801.0,11.6,801,23.5,801.0,28.5,462.0,3588.0,10.2,0.32,2.36,47.51,26.8,21.9,87.3,25.8,80.4,2026.0,Australia,591.0,462.0,38.0,46.9,52.1,32.0,5.9,54.6
595,621-630,Zayed University,Asia,M,SP,VH,Public,625,31.7,452,567,21.8,688,100.0,17,2.8,801.0,7.1,801.0,48.5,801.0,29.3,561,41.1,801.0,28.4,497.0,7520.0,13.7,0.02,3.47,46.37,21.8,21.7,85.8,59.5,73.7,2026.0,United Arab Emirates,595.0,497.0,37.38,44.45,34.7,2.0,19.8,53.75
597,554,Hasselt University,Europe,M,FC,HI,Public,701,5.2,701,128,22.8,671,78.5,306,41.1,483.0,46.4,448.0,69.8,533.0,6.6,801,62.7,444.0,28.3,345.0,6128.0,28.4,0.16,2.12,51.98,35.0,37.8,72.8,87.8,71.2,2026.0,Belgium,597.0,345.0,40.14,50.8,85.7,16.0,8.8,55.3
597,611-620,Taipei Medical University,Asia,M,SP,VH,Private not for Profit,701,14.7,701,83,32.3,558,20.0,713,22.0,699.0,16.6,801.0,24.7,801.0,11.9,801,48.1,757.0,28.3,418.0,6154.0,8.8,0.11,2.49,49.19,46.3,32.2,63.6,86.6,48.6,2026.0,Taiwan,597.0,418.0,38.74,38.2,94.2,11.0,16.9,47.9
597,570,University of Szeged,Europe,L,FC,HI,Private not for Profit,484,22.7,583,482,8.9,801,15.4,801,56.4,368.0,60.6,336.0,75.3,438.0,29.0,574,69.4,323.0,28.3,1170.0,21326.0,13.2,0.19,2.36,32.63,31.2,16.4,42.3,48.7,53.8,2026.0,Hungary,597.0,1170.0,30.47,35.72,41.9,19.0,26.2,29.35
604,601-610,National Chengchi University,Asia,L,CO,HI,Public,444,46.9,279,801,3.4,801,38.0,516,36.2,532.0,41.1,497.0,12.8,801.0,93.3,84,41.4,801.0,28.2,1295.0,13230.0,15.7,0.16,2.4,30.44,27.1,28.9,25.1,62.5,53.8,2026.0,Taiwan,604.0,1295.0,29.32,17.55,21.2,16.0,28.3,27.0
604,535,University of Eastern Finland,Europe,L,CO,VH,Public,649,10.3,701,435,35.3,520,39.2,507,12.0,801.0,17.9,797.0,84.0,275.0,5.6,801,71.2,297.0,28.2,482.0,12849.0,17.1,0.07,2.86,46.87,28.6,31.1,76.6,67.6,49.7,2026.0,Finland,604.0,482.0,37.53,56.75,45.0,7.0,18.9,53.85
607,691-700,University of Siena,Europe,M,FC,VH,Public,580,7.8,701,801,60.2,288,4.6,801,19.7,734.0,25.8,673.0,61.2,675.0,12.3,801,63.4,433.0,28.0,371.0,10480.0,16.8,0.09,2.65,50.8,39.3,35.1,75.0,75.5,46.7,2026.0,Italy,607.0,371.0,39.4,57.88,15.3,9.0,21.4,55.05
609,592,Nottingham Trent University,Europe,XL,CO,VH,Public,701,22.9,580,801,10.7,801,67.1,349,90.4,165.0,91.2,140.0,84.8,258.0,20.4,717,77.5,206.0,27.9,611.0,36005.0,15.0,0.25,2.28,43.42,20.8,14.1,83.3,38.1,89.1,2026.0,United Kingdom,609.0,611.0,35.66,48.22,15.5,25.0,16.4,48.7
609,741-750,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Asia,M,FO,VH,Public,701,9.9,701,760,57.9,300,32.1,561,19.0,746.0,21.1,747.0,61.6,668.0,5.2,801,51.4,675.0,27.9,651.0,7584.0,12.4,0.1,2.08,42.33,37.9,23.9,59.0,52.8,58.7,2026.0,Malaysia,609.0,651.0,35.11,50.6,23.6,10.0,17.2,41.45
613,661-670,University of Plymouth,Europe,L,FC,HI,Public,701,14.2,701,801,36.7,508,61.3,382=,61.4,332.0,65.1,303.0,82.1,311.0,13.8,801,58.6,530.0,27.8,553.0,16895.0,17.8,0.22,2.57,45.1,23.0,21.2,77.9,65.8,82.2,2026.0,United Kingdom,613.0,553.0,36.45,54.48,15.4,22.0,13.8,49.55
622,559,Umm Al-Qura University,Asia,XL,FC,HI,Public,537,15.4,701,291,4.9,801,100.0,95,26.1,643.0,19.6,770.0,71.3,510.0,11.5,801,36.8,801.0,27.6,491.0,34462.0,13.3,0.06,2.0,46.61,35.4,25.3,75.7,34.5,63.2,2026.0,Saudi Arabia,622.0,491.0,37.11,44.3,61.3,6.0,23.6,50.5
624,721-730,Diponegoro University,Asia,XL,FC,HI,Public,405,53.2,229,622,2.3,801,46.4,461,7.1,801.0,12.0,801.0,35.5,801.0,24.2,655,51.0,680.0,27.5,1559.0,36538.0,16.8,0.04,2.77,26.23,32.5,16.8,23.0,45.4,40.7,2026.0,Indonesia,624.0,1559.0,26.86,19.4,30.5,4.0,30.0,19.9
628,661-670,National Chung Hsing University,Asia,L,CO,VH,Public,436,30.9,463,642,22.5,677,12.3,801,14.0,801.0,19.0,781.0,34.5,801.0,42.2,416,56.3,573.0,27.4,1259.0,16156.0,13.0,0.09,1.83,31.09,24.6,25.4,35.8,74.6,36.6,2026.0,Taiwan,628.0,1259.0,29.24,29.55,29.4,9.0,28.6,30.6
628,601-610,University of Crete,Europe,L,FC,HI,Public,639,17.8,701,801,69.6,219,2.7,801,7.2,801.0,12.0,801.0,61.9,664.0,4.5,801,40.6,801.0,27.4,649.0,12551.0,22.7,0.05,2.69,42.39,24.7,29.1,68.5,66.3,46.2,2026.0,Greece,628.0,649.0,34.89,57.28,3.9,5.0,19.3,48.8
635,621-630,Tallinn University of Technology,Europe,M,FO,VH,Public,701,18.6,694,581,23.5,665,53.2,425,26.8,635.0,32.8,578.0,81.2,326.0,50.5,341,43.0,801.0,27.2,672.0,7451.0,13.2,0.12,0.67,41.9,26.2,24.9,66.0,69.2,58.4,2026.0,Estonia,635.0,672.0,34.55,48.9,33.5,12.0,16.2,45.45
635,631-640,University of Portsmouth,Europe,L,CO,VH,Public,701,13.1,701,801,27.8,607,80.1,297,90.7,160.0,91.4,135.0,81.5,322.0,13.5,801,62.6,448.0,27.2,448.0,22370.0,15.9,0.36,2.04,48.06,22.0,20.1,88.7,51.1,94.5,2026.0,United Kingdom,635.0,448.0,37.63,54.53,12.0,36.0,10.9,54.4
638,576,Southern Cross University,Oceania,M,CO,VH,Public,701,4.3,701,801,55.5,322,92.7,203,62.6,322.0,66.2,296.0,61.1,677.0,6.2,801,65.9,385.0,27.1,499.0,8883.0,43.0,0.22,2.9,46.32,24.4,29.9,72.8,66.9,79.1,2026.0,Australia,638.0,499.0,36.71,54.82,3.9,22.0,6.0,51.35
638,570,"University of Chemistry and Technology, Prague",Europe,S,FO,VH,Public,701,12.2,701,38,19.2,727,33.7,547,85.4,194.0,86.7,164.0,32.0,801.0,9.4,801,43.4,801.0,27.1,1342.0,4505.0,8.8,0.29,2.4,29.62,37.3,14.7,26.9,55.0,54.4,2026.0,Czechia,638.0,1342.0,28.36,23.2,99.5,29.0,8.2,20.8
642,539,University of Fribourg,Europe,M,CO,VH,Public,701,5.5,701,801,27.3,615,99.9,98,52.5,392.0,51.2,405.0,60.4,687.0,49.6,349,66.8,367.0,27.0,423.0,6817.0,14.8,0.17,2.73,49.03,39.1,33.8,62.4,71.9,81.3,2026.0,Switzerland,642.0,423.0,38.02,45.98,14.1,17.0,13.6,48.1
643,601-610,Manchester Metropolitan University,Europe,XL,CO,VH,Public,654,16.4,701,801,16.8,766,63.1,369,61.4,331.0,65.2,302.0,89.0,189.0,19.2,741,78.0,195.0,26.9,620.0,33935.0,18.1,0.22,2.45,43.21,20.8,19.5,78.3,42.7,83.0,2026.0,United Kingdom,643.0,620.0,35.06,50.9,11.4,22.0,18.8,48.9
643,661-670,University of Manitoba,Americas,L,FC,VH,Public,643,20.0,657,604,22.6,675,20.1,,68.4,287.0,71.5,257.0,70.0,532.0,39.5,442,55.7,582.0,26.9,564.0,26170.0,13.7,0.24,2.28,44.84,29.5,25.1,72.9,61.4,60.4,2026.0,Canada,643.0,564.0,35.87,47.65,31.8,24.0,19.2,49.0
648,761-770,King Faisal University,Asia,L,FC,HI,Public,506,29.8,476,743,6.3,801,99.4,121,11.0,801.0,14.9,801.0,66.0,609.0,14.9,801,54.3,617.0,26.8,700.0,22366.0,10.4,0.06,2.73,41.45,25.6,14.8,73.7,40.4,78.4,2026.0,Saudi Arabia,648.0,700.0,34.12,40.2,24.5,6.0,25.3,44.25
650,691-700,University of Brescia,Europe,M,FO,VH,Public,701,4.1,701,801,85.0,124,2.0,801,8.5,801.0,14.2,801.0,58.8,710.0,11.6,801,63.9,425.0,26.7,391.0,10190.0,24.3,0.05,2.2,50.13,35.4,24.7,88.0,72.0,43.2,2026.0,Italy,650.0,391.0,38.42,64.12,8.7,5.0,7.3,56.35
654,641-650,De La Salle University,Asia,L,CO,HI,Private not for Profit,374,58.6,197,801,6.8,801,2.8,801,3.5,801.0,7.8,801.0,27.3,801.0,60.7,266,44.1,801.0,26.6,1822.0,22790.0,18.5,0.02,2.16,21.62,18.3,12.6,31.4,24.1,29.1,2026.0,Philippines,654.0,1822.0,24.11,19.52,9.6,2.0,32.7,22.0
660,671-680,Bar-Ilan University,Asia,L,FC,VH,Public,701,14.3,701,801,59.4,293,54.4,416,4.9,801.0,3.9,801.0,53.2,792.0,33.1,511,41.7,801.0,26.5,715.0,19887.0,20.6,0.04,2.45,40.94,33.8,34.8,52.6,65.9,32.8,2026.0,Israel,660.0,715.0,33.72,50.0,10.4,4.0,11.0,43.7
660,661-670,Memorial University of Newfoundland,Americas,L,FC,VH,Public,701,10.5,701,801,43.7,431,30.7,581,78.5,230.0,80.6,200.0,73.6,479.0,17.4,773,53.3,636.0,26.5,527.0,16376.0,15.3,0.29,2.28,45.7,30.3,25.7,65.2,82.1,86.2,2026.0,Canada,660.0,527.0,36.1,52.05,15.7,29.0,10.7,45.45
664,711-720,COMSATS University Islamabad,Asia,XL,CO,VH,Public,701,35.8,403,801,36.8,506,1.4,801,1.6,801.0,6.0,801.0,87.3,212.0,8.3,801,62.7,444.0,26.4,658.0,33193.0,15.8,0.01,0.64,42.16,19.8,16.9,86.2,43.5,50.9,2026.0,Pakistan,664.0,658.0,34.28,56.8,17.0,1.0,17.0,51.55
668,631-640,Chang Gung University,Asia,M,FO,VH,Private not for Profit,701,6.6,701,200,58.2,298,7.9,801,9.5,801.0,13.2,801.0,25.5,801.0,2.1,801,48.8,734.0,26.3,805.0,7142.0,12.4,0.05,2.16,38.97,25.8,35.3,50.2,96.1,29.6,2026.0,Taiwan,668.0,805.0,32.64,42.3,74.6,5.0,9.3,42.75
676,641-650,Beirut Arab University,Asia,S,FC,HI,Private not for Profit,614,22.2,597,661,7.6,801,94.8,180,61.1,334.0,56.5,362.0,29.6,801.0,44.1,401,42.1,801.0,26.1,799.0,4167.0,10.4,0.21,1.91,39.08,43.0,17.3,46.3,21.8,88.2,2026.0,Lebanon,676.0,799.0,32.59,25.2,28.8,21.0,20.0,31.8
676,721-730,Jadavpur University,Asia,M,FO,VH,Public,544,10.5,701,801,55.8,319,20.1,,1.1,801.0,5.5,801.0,44.0,801.0,19.5,733,61.4,470.0,26.1,1172.0,12547.0,19.0,0.0,0.47,32.59,36.6,15.9,45.0,53.9,20.3,2026.0,India,676.0,1172.0,29.35,40.17,13.7,0.0,23.2,30.45
678,671-680,University of Haifa,Asia,L,CO,VH,Public,701,13.0,701,801,44.8,417,17.8,751,6.7,801.0,5.2,801.0,69.6,539.0,29.6,554,67.4,360.0,26.0,607.0,16297.0,17.5,0.03,2.77,43.56,29.6,31.2,68.6,65.0,34.6,2026.0,Israel,678.0,607.0,34.78,53.55,15.8,3.0,17.4,49.9
680,641-650,Ritsumeikan University,Asia,XL,CO,HI,Private not for Profit,493,61.5,187,801,5.0,801,36.5,525,17.8,766.0,23.9,704.0,41.1,801.0,4.8,801,64.4,413.0,25.9,1617.0,35919.0,18.0,0.1,0.59,25.38,20.7,16.2,28.4,63.4,46.9,2026.0,Japan,680.0,1617.0,25.64,22.67,10.3,10.0,25.7,22.3
680,801-850,University of Brawijaya,Asia,XL,FC,HI,Public,404,55.3,218,801,1.9,801,35.9,531,2.7,801.0,6.9,801.0,27.3,801.0,29.1,567,53.3,636.0,25.9,1756.0,47186.0,16.1,0.04,2.53,23.05,24.9,13.3,23.7,36.2,43.8,2026.0,Indonesia,680.0,1756.0,24.48,16.55,20.4,4.0,30.1,18.5
684,661-670,Comenius University Bratislava,Europe,L,FC,HI,Public,701,14.7,701,293,6.9,801,8.4,801,39.0,504.0,44.5,469.0,68.8,549.0,87.0,126,43.7,801.0,25.8,1326.0,22226.0,10.4,0.17,2.73,29.93,29.4,17.0,37.2,30.0,52.9,2026.0,Slovakia,684.0,1326.0,27.86,32.48,61.3,17.0,16.8,27.1
686,,Cyprus University of Technology,Asia,S,CO,VH,Public,701,4.9,701,389,39.8,472,68.1,343,42.0,474.0,43.4,478.0,46.6,801.0,11.3,801,49.6,711.0,25.7,555.0,3377.0,15.8,0.15,2.45,45.07,28.9,25.6,75.1,36.3,68.5,2026.0,Cyprus,686.0,555.0,35.38,46.78,49.3,15.0,8.1,50.35
688,951-1000,Baku State University,Asia,L,CO,HI,Public,566,20.1,654,85,1.9,801,13.4,801,7.0,801.0,11.2,801.0,22.1,801.0,64.1,243,43.3,801.0,25.6,1791.0,19165.0,12.1,0.05,2.53,22.41,30.1,10.1,21.2,21.0,45.4,2026.0,Azerbaijan,688.0,1791.0,24.01,13.82,94.0,5.0,22.0,15.65
688,576,Tomsk Polytechnic University,Europe,M,FO,VH,Public,701,15.4,701,67,7.0,801,14.8,801,88.8,179.0,83.9,178.0,60.4,686.0,2.0,801,47.7,765.0,25.6,967.0,9179.0,11.0,0.35,0.49,36.08,40.9,25.1,29.8,63.5,70.1,2026.0,Russian Federation,688.0,967.0,30.84,30.58,96.0,35.0,9.4,27.45
691,611-620,Eastern Mediterranean University,Asia,L,FC,HI,Public,701,4.5,701,801,31.3,571,77.1,311,100.0,19.0,100.0,13.0,51.3,801.0,53.6,315,45.4,801.0,25.4,763.0,14696.0,23.3,0.72,2.04,39.84,20.2,12.7,77.2,30.9,77.3,2026.0,Northern Cyprus,691.0,763.0,32.62,43.12,5.6,72.0,9.2,44.95
697,611-620,University of Klagenfurt,Europe,S,CO,VH,Public,701,5.8,701,318,16.4,777,98.2,138,94.8,127.0,95.2,108.0,43.9,801.0,13.6,801,36.3,801.0,25.1,637.0,3377.0,8.7,0.33,2.77,42.64,34.4,19.6,60.5,49.5,89.0,2026.0,Austria,697.0,637.0,33.87,35.1,57.4,33.0,7.2,40.05
701-710,781-790,Kasetsart University,Asia,XL,CO,VH,Public,320,37.1,383,801,4.6,801,7.7,801,1.7,801.0,6.2,801.0,46.2,801.0,31.2,534,60.8,491.0,,1773.0,69827.0,17.3,0.01,2.57,22.78,18.8,15.9,27.8,41.5,35.0,2026.0,Thailand,705.5,1773.0,,23.62,10.3,1.0,37.4,21.85
701-710,691-700,Universidad Panamericana (UP),Americas,L,FO,HI,Private not for Profit,701,34.4,419,162,1.7,801,24.5,655,5.0,801.0,4.0,801.0,14.3,801.0,73.5,191,36.2,801.0,,1995.0,17141.0,7.6,0.02,2.16,17.93,24.5,9.2,12.5,19.3,46.9,2026.0,Mexico,705.5,1995.0,,9.43,81.2,2.0,15.9,10.85
701-710,651-660,University of Zagreb,Europe,XL,FC,VH,Public,545,12.8,701,700,8.1,801,1.9,801,5.1,801.0,10.0,801.0,92.1,145.0,98.4,34,60.9,486.0,,1269.0,62046.0,15.8,0.04,2.57,30.87,27.6,19.1,41.8,57.5,31.3,2026.0,Croatia,705.5,1269.0,,40.28,26.8,4.0,23.2,30.45
711-720,721-730,Budapest University of Technology and Economics,Europe,L,FO,VH,Public,595,37.5,375,801,15.3,800,4.6,801,22.7,691.0,28.8,629.0,60.0,691.0,37.8,460,57.9,545.0,,1462.0,18656.0,16.3,0.15,0.47,27.9,23.0,18.4,34.2,65.1,38.9,2026.0,Hungary,715.5,1462.0,,31.98,18.6,15.0,20.8,26.3
711-720,681-690,"Goldsmiths, University of London",Europe,M,FO,VH,Public,668,7.5,701,801,17.0,765,89.1,230,97.8,93.0,97.9,82.0,22.7,801.0,25.2,637,43.0,801.0,,575.0,8195.0,13.8,0.48,2.9,44.51,28.2,23.5,71.2,48.8,80.8,2026.0,United Kingdom,715.5,575.0,,33.6,20.8,48.0,18.3,47.35
711-720,595,ITMO University,Europe,L,FO,VH,Public,701,17.4,701,89,11.0,801,27.2,621,44.5,453.0,49.7,418.0,60.1,689.0,3.9,801,26.6,801.0,,1018.0,14352.0,17.8,0.17,0.47,35.11,30.4,29.9,33.0,80.6,57.9,2026.0,Russian Federation,715.5,1018.0,,33.5,92.6,17.0,12.7,31.45
721-730,,Prince Sattam Bin Abdulaziz University,Asia,L,FO,VH,Public,701,3.1,701,237,19.6,720,99.6,109,15.5,801.0,18.4,789.0,93.6,109.0,3.0,801,36.3,801.0,,440.0,24820.0,10.8,0.06,2.81,48.37,25.4,28.8,80.8,57.7,79.7,2026.0,Saudi Arabia,725.5,440.0,,55.7,69.3,6.0,6.4,54.8
721-730,701-710,Taras Shevchenko National University of Kyiv,Europe,L,CO,VH,Public,567,50.1,254,619,3.9,801,1.7,801,3.7,801.0,8.2,801.0,37.6,801.0,72.0,200,37.9,801.0,,1803.0,25696.0,11.2,0.05,2.36,22.2,25.7,15.4,22.4,28.6,30.5,2026.0,Ukraine,725.5,1803.0,,19.83,30.7,5.0,21.9,18.9
721-730,761-770,University of Patras,Europe,L,FC,VH,Public,701,25.7,527,801,44.3,425,2.3,801,9.2,801.0,14.3,801.0,66.2,606.0,4.7,801,65.3,392.0,,983.0,28311.0,27.5,0.06,2.16,35.79,18.5,23.6,60.0,73.2,34.2,2026.0,Greece,725.5,983.0,,48.53,4.2,6.0,16.8,41.8
721-730,741-750,UWE Bristol (University of the West of England),Europe,XL,CO,HI,Public,701,15.1,701,801,25.2,633,66.1,354,88.9,176.0,89.9,150.0,72.4,493.0,4.2,801,53.3,636.0,,747.0,30220.0,16.4,0.29,2.2,40.23,18.8,14.6,73.3,59.2,81.2,2026.0,United Kingdom,725.5,747.0,,46.38,8.9,29.0,10.6,43.95
731-740,631-640,Far Eastern Federal University,Europe,L,CO,HI,Public,701,9.5,701,47,2.6,801,16.7,769,79.3,226.0,80.5,204.0,48.0,801.0,7.1,801,37.5,801.0,,1664.0,18054.0,15.6,0.21,2.49,24.59,29.1,18.4,16.4,30.3,60.5,2026.0,Russian Federation,735.5,1664.0,,21.35,98.7,21.0,13.9,17.4
731-740,681-690,Princess Nourah bint Abdulrahman University,Asia,L,CO,VH,Public,666,24.1,561,664,7.2,801,83.8,264,31.3,575.0,35.9,537.0,74.6,452.0,2.8,801,49.8,706.0,,504.0,20015.0,11.0,0.12,4.17,46.21,29.3,21.8,78.5,33.1,85.0,2026.0,Saudi Arabia,735.5,504.0,,45.52,28.7,12.0,18.3,50.15
741-750,661-670,Aberystwyth University,Europe,M,CO,VH,Public,701,11.5,701,687,23.9,658,61.3,382=,42.0,475.0,45.4,457.0,63.3,646.0,11.0,801,63.1,439.0,,686.0,6330.0,15.1,0.21,2.2,41.66,26.9,22.2,61.9,62.1,83.1,2026.0,United Kingdom,745.5,686.0,,42.82,27.6,21.0,12.8,42.05
741-750,751-760,Kaunas University of Technology,Europe,M,FO,VH,Public,701,22.0,602,533,17.5,761,4.8,801,40.0,489.0,45.4,458.0,68.6,556.0,29.0,570,58.9,521.0,,1078.0,7308.0,13.0,0.11,0.52,34.08,25.2,19.9,52.8,46.8,42.2,2026.0,Lithuania,745.5,1078.0,,39.7,37.9,11.0,15.1,36.35
741-750,711-720,Plekhanov Russian University of Economics,Europe,L,FO,VH,Public,701,30.1,474,314,3.3,801,4.1,801,26.7,636.0,31.7,595.0,61.2,674.0,55.2,300,42.4,801.0,,1737.0,13681.0,8.5,0.14,2.32,23.51,26.8,13.3,25.0,23.3,44.2,2026.0,Russian Federation,745.5,1737.0,,25.7,57.8,14.0,15.5,19.15
741-750,801-850,University of Baghdad,Asia,XL,FC,VH,Public,675,41.2,330,614,2.5,801,2.8,801,1.2,801.0,1.1,801.0,69.0,545.0,85.6,134,43.4,801.0,,1720.0,75593.0,11.2,0.0,2.53,23.77,28.3,14.8,28.2,29.3,20.0,2026.0,Iraq,745.5,1720.0,,28.62,31.1,0.0,18.1,21.5
741-750,751-760,University of Malta,Europe,M,FC,VH,Public,701,7.4,701,408,10.1,801,33.1,551,42.2,472.0,47.5,436.0,76.8,409.0,98.1,40,38.2,801.0,,926.0,9650.0,11.8,0.18,2.57,36.79,24.9,18.2,61.6,36.8,56.2,2026.0,Malta,745.5,926.0,,41.68,47.7,18.0,9.3,39.9
741-750,751-760,University of Messina,Europe,L,FC,VH,Public,701,2.9,701,801,55.5,323,1.4,801,17.8,767.0,23.9,706.0,78.6,375.0,1.6,801,61.5,467.0,,538.0,14308.0,22.7,0.06,2.65,45.51,35.6,28.1,71.8,64.3,36.6,2026.0,Italy,745.5,538.0,,58.5,18.6,6.0,12.6,49.95
741-750,741-750,Victoria University,Oceania,L,CO,HI,Public,701,10.1,701,801,48.7,381,23.6,667,74.6,256.0,77.1,225.0,48.9,801.0,9.7,801,59.3,514.0,,597.0,14540.0,29.4,0.25,2.49,43.87,22.9,24.7,74.5,55.9,71.5,2026.0,Australia,745.5,597.0,,49.2,3.4,25.0,9.2,49.6
741-750,741-750,Vytautas Magnus University,Europe,M,FO,VH,Public,701,19.9,658,447,5.0,801,46.8,455,70.8,270.0,73.5,244.0,62.8,653.0,26.8,611,47.0,789.0,,1467.0,8381.0,10.6,0.19,2.98,27.86,23.7,12.9,36.9,21.2,69.5,2026.0,Lithuania,745.5,1467.0,,29.4,44.2,19.0,14.0,24.9
