Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1617,Ritsumeikan University,Japan,35919,18.0,0.1,37 : 63,25.378,20.7,16.2,28.4,63.4,46.9,2026
1618,University of Warmia and Mazury in Olsztyn,Poland,15830,16.8,0.03,"2 days, 13:39:00",25.376,18.2,15.6,41.9,26.7,24.6,2026
1619,Osaka Medical and Pharmaceutical University,Japan,3126,5.5,0.01,"2 days, 12:40:00",25.3715,27.5,13.9,32.2,53.2,19.2,2026
1620,Pace University-New York,United States,12280,15.7,0.21,"2 days, 15:37:00",25.3684999999999,35.5,8.3,24.9,32.1,49.8,2026
1621,Karadeniz Technical University,Turkey,22986,10.5,0.08,"2 days, 4:48:00",25.3405,24.5,13.8,35.1,38.9,27.0,2026
1622,Pontifical Catholic University of ValparaÃ­so,Chile,18070,23.2,0.02,"1 day, 19:57:00",25.3365,17.4,17.6,33.0,33.8,51.3,2026
1623,"University of the Andes, Chile",Chile,10398,17.7,0.02,"2 days, 8:44:00",25.3215,22.2,16.1,32.0,22.4,48.1,2026
1624,University of Huelva,Spain,10926,13.7,0.03,"1 day, 22:54:00",25.305,23.2,16.6,32.6,28.8,36.2,2026
1625,Åžtefan cel Mare University of Suceava,Romania,9043,22.0,0.15,"2 days, 12:40:00",25.3025,17.4,15.8,39.7,22.0,37.3,2026
1626,Paris Nanterre University,France,30986,20.1,0.16,"2 days, 17:35:00",25.297,21.5,16.6,27.0,35.7,61.5,2026
1627,University for Development Studies,Ghana,28162,35.9,0.0,28 : 72,25.287,24.4,10.7,35.2,18.4,49.2,2026
1628,University of Worcester,United Kingdom,7725,18.2,0.18,"3 days, 0:28:00",25.2785,17.1,12.0,37.9,23.6,59.2,2026
1629,Mie University,Japan,6936,11.5,0.03,38 : 62,25.2765,26.7,17.0,26.4,66.5,25.2,2026
1630,UniversitÃ© Sorbonne Nouvelle,France,14218,20.2,0.23,"3 days, 5:23:00",25.2734999999999,28.0,12.0,23.3,37.4,67.3,2026
1631,Slovak University of Technology in Bratislava,Slovakia,10809,12.9,0.19,33 : 67,25.2724999999999,28.7,14.5,24.7,45.4,45.0,2026
1632,Communication University of China,China,18027,15.5,0.02,"2 days, 20:32:00",25.252,25.7,16.4,29.4,56.8,24.3,2026
1633,Yeditepe University,Turkey,17879,21.7,0.07,"2 days, 8:44:00",25.24,23.9,14.1,28.9,57.2,41.9,2026
1634,University of Chester,United Kingdom,11380,18.4,0.28,"2 days, 18:34:00",25.2329999999999,19.8,12.9,31.0,27.9,69.8,2026
1635,University of Ostrava,Czechia,9219,16.4,0.12,"2 days, 22:30:00",25.2134999999999,20.0,16.7,32.7,20.7,51.1,2026
1636,Harran University,Turkey,16845,18.9,0.07,"2 days, 0:52:00",25.0984999999999,16.8,9.9,48.1,19.1,27.7,2026
1637,University of Zimbabwe,Zimbabwe,24488,19.1,0.01,"2 days, 10:42:00",25.0864999999999,14.2,10.6,43.8,20.9,51.3,2026
1637,University of Talca,Chile,11543,12.7,0.02,"2 days, 3:49:00",25.0864999999999,20.1,13.7,32.6,37.6,52.0,2026
1639,"Jaypee Institute of Information Technology, Noida",India,5208,17.8,0.0,32 : 68,25.0795,20.0,17.6,38.6,26.2,19.3,2026
1640,National Chin-Yi University of Technology,Taiwan,7667,22.4,0.12,31 : 69,25.0785,15.0,26.6,27.3,50.3,36.5,2026
1641,Kyiv National University of Construction and Architecture,Ukraine,6697,7.1,0.03,"1 day, 18:58:00",25.063,22.6,9.1,41.4,19.3,34.2,2026
1642,Universitas Syiah Kuala,Indonesia,30794,15.8,0.0,"2 days, 14:38:00",25.0465,17.5,9.6,48.0,19.5,25.6,2026
1643,Hirosaki University,Japan,6845,9.9,0.01,,25.0365,24.8,15.0,30.0,53.2,29.9,2026
1644,Satbayev University,Kazakhstan,8346,11.2,0.17,"2 days, 7:45:00",25.034,26.7,14.7,19.3,32.3,77.5,2026
1645,Muhimbili University of Health and Allied Sciences,Tanzania,5254,11.8,0.06,32 : 68,24.978,21.6,14.9,30.3,27.5,54.6,2026
1646,Karpagam Academy of Higher Education,India,10846,13.8,0.0,31 : 69,24.9495,19.0,11.8,44.4,19.5,24.3,2026
1647,Universiti Malaysia Kelantan,Malaysia,10001,20.0,0.08,"2 days, 22:30:00",24.9344999999999,16.1,14.8,35.5,37.7,49.8,2026
1648,Vali-e-Asr University of Rafsanjan,Iran,6371,21.7,0.01,"2 days, 16:36:00",24.8884999999999,15.3,10.5,48.4,20.0,26.8,2026
1649,University of Silesia in Katowice,Poland,17261,10.6,0.05,"2 days, 18:34:00",24.85,28.0,15.2,28.8,27.8,32.4,2026
1650,CEU Universities,Spain,21391,12.6,0.2,"2 days, 16:36:00",24.8435,21.9,11.8,33.9,26.4,49.8,2026
1651,Lincoln University College,Malaysia,3727,6.7,0.52,24 : 76,24.813,35.0,9.3,12.6,16.9,97.8,2026
1652,University of Pannonia,Hungary,5317,20.0,0.06,"2 days, 1:51:00",24.7639999999999,22.7,17.7,29.9,31.8,35.9,2026
1653,Unisinos University,Brazil,14944,30.4,0.0,"2 days, 5:47:00",24.7194999999999,21.6,20.7,26.1,55.3,30.7,2026
1654,Universidade Federal da Bahia,Brazil,50721,19.0,0.01,"2 days, 6:46:00",24.7075,27.1,14.6,30.0,25.1,33.0,2026
1655,University of Rijeka,Croatia,12749,15.6,0.05,"2 days, 11:41:00",24.6964999999999,20.1,19.4,31.3,36.4,30.6,2026
1656,University of Hormozgan,Iran,3685,15.4,0.03,"2 days, 18:34:00",24.6905,23.2,15.5,33.9,23.1,30.1,2026
1657,University of Santo Tomas,Philippines,42253,15.1,0.06,"2 days, 10:42:00",24.6794999999999,23.0,10.2,32.1,21.1,59.5,2026
1658,Kastamonu University,Turkey,16697,31.4,0.11,"1 day, 22:54:00",24.6679999999999,15.3,12.0,44.3,18.8,35.1,2026
1659,Universidad AutÃ³noma de Chile,Chile,30410,26.8,0.01,"2 days, 16:36:00",24.6525,13.0,13.3,39.9,20.7,55.5,2026
1660,"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",France,1980,16.9,0.13,37 : 63,24.652,23.2,9.3,28.0,36.9,69.8,2026
1661,Istanbul AydÄ±n University,Turkey,17587,16.5,0.2,"2 days, 5:47:00",24.65,21.2,10.0,35.0,18.4,56.8,2026
1662,University of Carthage,Tunisia,32944,10.6,0.01,"2 days, 16:36:00",24.6145,24.8,10.2,32.2,34.7,43.9,2026
1663,Federal University of Rio Grande do Norte (UFRN),Brazil,52086,19.7,0.0,"1 day, 23:53:00",24.6029999999999,26.4,15.7,26.8,43.3,33.2,2026
1664,Far Eastern Federal University,Russian Federation,18054,15.6,0.21,"2 days, 11:41:00",24.59,29.1,18.4,16.4,30.3,60.5,2026
1665,Institut Teknologi Sepuluh Nopember,Indonesia,20850,6.1,0.07,"1 day, 17:59:00",24.5845,25.9,11.1,28.3,42.0,47.4,2026
1666,Alzahra University,Iran,9275,25.5,0.02,"4 days, 4:00:00",24.5709999999999,27.3,16.9,28.1,26.6,28.3,2026
1667,Universidade Federal de Juiz de Fora,Brazil,24376,15.1,0.01,"2 days, 7:45:00",24.567,23.7,13.1,34.7,25.1,31.5,2026
1668,Universiti Teknikal Malaysia Melaka,Malaysia,9543,13.0,0.06,36 : 64,24.5499999999999,26.9,11.4,27.3,37.4,48.3,2026
1669,Maejo University,Thailand,17942,26.9,0.01,"2 days, 11:41:00",24.5404999999999,14.8,9.6,43.4,35.2,39.5,2026
1670,Jiangsu Normal University,China,29443,15.8,0.01,,24.5144999999999,16.2,12.9,42.7,34.8,23.9,2026
1671,UniversitÃ© de Skikda,Algeria,28640,23.6,0.0,"2 days, 21:31:00",24.4889999999999,13.0,7.7,48.6,16.9,42.2,2026
1672,Ehime University,Japan,8855,9.9,0.02,40 : 60,24.4779999999999,25.8,14.8,26.7,54.5,31.8,2026
1673,Tribhuvan University,Nepal,499671,19.6,0.0,"2 days, 4:48:00",24.4355,13.6,7.8,46.7,18.1,45.7,2026
1674,Acharya Nagarjuna University,India,6220,7.6,0.07,32 : 68,24.4349999999999,45.0,9.9,16.8,27.6,28.6,2026
1675,University of the Arts London,United Kingdom,20785,11.4,0.59,"3 days, 4:24:00",24.4219999999999,23.9,11.8,25.4,19.3,74.1,2026
1676,Centurion University of Technology and Management,India,12028,21.4,0.02,27 : 73,24.4045,15.3,13.0,41.1,43.4,27.4,2026
1677,University of Sousse,Tunisia,29075,13.1,0.02,"2 days, 20:32:00",24.3535,26.9,10.6,31.0,23.1,41.6,2026
1678,Chang Gung University of Science and Technology,Taiwan,6113,18.6,0.0,"3 days, 17:11:00",24.3444999999999,16.1,15.2,39.8,41.8,21.0,2026
1679,University of Novi Sad,Serbia,49296,14.0,0.07,"2 days, 10:42:00",24.3394999999999,19.9,11.5,32.8,59.6,38.8,2026
1680,University of Sistan and Baluchestan,Iran,8848,24.7,0.01,"2 days, 8:44:00",24.3374999999999,27.0,13.1,32.7,20.9,25.7,2026
1681,Instituto PolitÃ©cnico de Viana do Castelo,Portugal,5913,18.6,0.11,"2 days, 1:51:00",24.3305,13.8,15.6,38.1,22.7,45.3,2026
1682,University of Calabar,Nigeria,24000,15.7,0.0,"3 days, 16:12:00",24.317,20.4,9.6,39.7,17.0,39.0,2026
1683,University of Western Macedonia,Greece,14635,22.9,0.01,"2 days, 3:49:00",24.314,13.3,13.0,44.9,28.7,26.7,2026
1684,Yamaguchi University,Japan,10373,10.9,0.05,38 : 62,24.2819999999999,27.8,14.2,24.0,58.7,32.2,2026
1685,Sri Venkateswara University,India,6670,15.5,0.0,"2 days, 2:50:00",24.2814999999999,36.9,10.6,23.6,26.3,29.2,2026
1686,Maria Curie-SkÅ‚odowska University (UMCS),Poland,13964,10.0,0.12,"3 days, 2:26:00",24.2715,22.6,21.5,25.8,22.3,36.5,2026
1687,Pontifical Catholic University of Peru,Peru,26939,6.4,0.01,"1 day, 23:53:00",24.268,26.1,10.8,30.9,24.1,42.7,2026
1688,Southern Federal University,Russian Federation,18741,12.8,0.15,"2 days, 9:43:00",24.246,23.8,16.3,24.6,38.7,47.6,2026
1689,Cracow University of Technology,Poland,12400,11.0,0.07,38 : 62,24.2065,25.9,10.4,32.7,30.5,33.6,2026
1690,AcÄ±badem University,Turkey,3501,7.6,0.08,"3 days, 1:27:00",24.1805,27.3,12.4,29.0,26.4,37.0,2026
1691,Catholic University of the North,Chile,11793,19.9,0.04,"1 day, 23:53:00",24.1684999999999,14.7,14.9,33.8,19.9,61.0,2026
1692,University of Tunis,Tunisia,18795,10.8,0.02,"2 days, 20:32:00",24.1605,33.3,10.0,24.4,28.3,39.8,2026
1693,KaramanoÄŸlu Mehmet Bey University,Turkey,19789,28.7,0.06,"2 days, 3:49:00",24.1534999999999,11.7,10.1,49.0,17.2,31.8,2026
1694,International Hellenic University,Greece,58142,37.1,0.03,"1 day, 20:56:00",24.147,9.8,10.5,48.8,28.9,32.2,2026
1695,UNIR â€“ International University of La Rioja,Spain,53424,46.1,0.34,"2 days, 15:37:00",24.14,12.6,15.6,35.9,20.6,57.4,2026
1696,Istanbul Bilgi University,Turkey,12199,18.6,0.15,"2 days, 3:49:00",24.128,16.3,11.1,38.0,17.2,53.5,2026
1697,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,9743,17.7,0.14,"2 days, 15:37:00",24.11,17.9,12.8,38.5,23.0,35.3,2026
1698,Saga University,Japan,6403,9.6,0.02,"1 day, 18:58:00",24.092,25.4,14.7,25.4,66.9,27.2,2026
1699,Gunma University,Japan,6155,7.4,0.05,39 : 61,24.0835,27.9,13.4,24.2,66.3,27.4,2026
1700,National Research University of Electronic Technology (MIET),Russian Federation,5805,10.5,0.04,26 : 74,24.074,45.5,15.5,7.9,52.1,22.7,2026
1701,University of Oum El Bouaghi,Algeria,12471,11.0,0.0,"2 days, 15:37:00",24.07,23.8,14.5,30.8,30.1,32.0,2026
1702,University of Primorska,Slovenia,5744,13.5,0.23,"3 days, 4:24:00",24.061,20.0,17.4,25.1,23.0,62.2,2026
1703,October University for Modern Sciences and Arts (MSA),Egypt,12047,10.5,0.01,"2 days, 3:49:00",23.9809999999999,21.2,9.1,40.3,17.2,30.8,2026
1704,UniversitÃ© de GabÃ¨s,Tunisia,15003,13.6,0.01,"3 days, 2:26:00",23.9585,20.3,11.5,35.0,20.5,44.2,2026
1705,Austral University of Chile,Chile,18781,19.1,0.01,"2 days, 7:45:00",23.952,15.6,17.2,29.2,41.8,52.4,2026
1706,Morgan State University,United States,8489,17.4,0.1,"2 days, 14:38:00",23.9449999999999,19.7,14.3,29.8,23.6,54.7,2026
1707,Georgia Southern University,United States,21920,19.6,0.03,"2 days, 11:41:00",23.9295,18.3,12.2,37.2,34.7,32.6,2026
1708,University of Qom,Iran,9345,29.5,0.27,"1 day, 22:54:00",23.922,28.4,12.5,25.5,21.6,45.4,2026
1709,Polytechnic Institute of Porto,Portugal,21106,17.7,0.07,"2 days, 0:52:00",23.918,14.7,13.1,40.0,34.0,32.3,2026
1710,Technical University of Cluj-Napoca,Romania,18486,20.3,0.03,38 : 62,23.9174999999999,17.8,13.9,36.4,41.7,27.3,2026
1711,Cukurova University,Turkey,33663,22.9,0.03,"1 day, 23:53:00",23.9135,22.3,13.8,32.5,33.7,29.8,2026
1712,Universidad AndrÃ©s Bello (UNAB),Chile,49719,17.8,0.03,"2 days, 7:45:00",23.877,15.7,10.8,37.6,22.4,52.5,2026
1713,Telkom University,Indonesia,18089,14.7,0.1,"1 day, 17:59:00",23.8759999999999,16.5,12.8,32.7,36.1,53.9,2026
1714,Ubon Ratchathani University,Thailand,13247,18.2,0.0,"2 days, 19:33:00",23.8429999999999,15.7,10.1,43.0,27.0,30.7,2026
1715,Universitas Ahmad Dahlan,Indonesia,19044,24.6,0.02,"2 days, 7:45:00",23.839,12.0,11.3,43.6,25.8,38.8,2026
1716,"University of the North, Colombia",Colombia,11592,16.9,0.02,"2 days, 1:51:00",23.8319999999999,19.8,14.4,30.1,24.0,51.0,2026
1717,Izmir University of Economics,Turkey,7269,24.2,0.03,"2 days, 6:46:00",23.8275,16.9,15.6,34.6,39.2,31.6,2026
1718,University of Pau and Pays de lâ€™Adour,France,13266,13.4,0.16,"2 days, 5:47:00",23.806,24.4,12.5,20.0,31.7,76.2,2026
1719,State University of Malang,Indonesia,37201,26.4,0.04,"2 days, 7:45:00",23.778,21.1,11.5,34.5,26.4,37.5,2026
1720,University of Baghdad,Iraq,75593,11.2,0.0,"2 days, 12:40:00",23.7724999999999,28.3,14.8,28.2,29.3,20.0,2026
1721,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,9428,16.5,0.0,28 : 72,23.7539999999999,20.1,10.6,39.4,26.2,25.1,2026
1722,Pontificia Universidad Javeriana,Colombia,29088,14.2,0.01,"2 days, 8:44:00",23.7355,21.1,13.0,31.8,24.4,43.0,2026
1723,Amity University - Kolkata,India,5985,15.0,0.1,"3 days, 0:28:00",23.7005,18.0,11.5,33.5,22.2,54.9,2026
1724,Nnamdi Azikiwe University,Nigeria,43059,16.2,0.0,"2 days, 11:41:00",23.6955,23.3,8.6,36.2,19.2,36.0,2026
1725,University of Al-Qadisiyah,Iraq,27865,14.0,0.0,"2 days, 6:46:00",23.6825,21.5,7.9,40.5,16.6,29.8,2026
1726,Ochanomizu University,Japan,2652,14.7,0.06,"4 days, 4:00:00",23.6749999999999,25.8,18.7,20.2,38.4,40.6,2026
1727,Universitas Negeri Semarang,Indonesia,54005,36.5,0.01,"2 days, 15:37:00",23.661,13.2,11.7,44.7,17.1,30.4,2026
1728,University of Costa Rica,Costa Rica,30813,14.6,0.02,"2 days, 4:48:00",23.6414999999999,20.9,10.2,33.9,23.2,45.6,2026
1729,Hanoi University of Science and Technology,Vietnam,39204,35.8,0.0,0.8888888888888888,23.6199999999999,14.5,16.9,30.5,66.1,35.3,2026
1730,Arak University,Iran,6265,19.2,0.13,"2 days, 14:38:00",23.594,19.3,14.6,32.9,29.1,35.1,2026
1731,Federico Santa MarÃ­a Technical University,Chile,19907,27.1,0.02,26 : 74,23.5815,14.5,12.9,33.0,40.7,53.8,2026
1732,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,34661,11.8,0.0,"2 days, 7:45:00",23.5715,32.2,12.3,24.5,23.2,29.7,2026
1733,University of Babylon,Iraq,29695,12.9,0.01,"2 days, 7:45:00",23.5414999999999,28.4,9.0,33.4,21.9,22.1,2026
1734,Federal University of Pelotas,Brazil,21972,14.9,0.01,"2 days, 9:43:00",23.5334999999999,25.1,14.1,30.0,25.0,27.2,2026
1735,EskiÅŸehir Osmangazi University,Turkey,30370,24.9,0.06,"1 day, 23:53:00",23.53,20.6,22.6,26.3,24.6,27.0,2026
1736,Alexandru Ioan Cuza University,Romania,24352,16.9,0.09,"2 days, 13:39:00",23.5269999999999,22.5,12.2,29.2,41.1,39.3,2026
1737,Plekhanov Russian University of Economics,Russian Federation,13681,8.5,0.14,"2 days, 7:45:00",23.5099999999999,26.8,13.3,25.0,23.3,44.2,2026
1738,Saitama University,Japan,8341,16.0,0.06,32 : 68,23.5075,21.8,18.9,21.3,57.2,38.9,2026
1739,University of Kufa,Iraq,35860,11.8,0.0,"2 days, 11:41:00",23.5005,23.6,9.0,38.1,16.9,24.3,2026
1740,University of Moratuwa,Sri Lanka,11079,22.1,0.0,40 : 60,23.4835,12.9,14.5,40.2,36.2,26.2,2026
1741,Dankook University,South Korea,26277,16.6,0.05,"2 days, 6:46:00",23.464,23.1,14.7,27.8,51.1,26.7,2026
1742,Gaziantep University,Turkey,35026,37.9,0.15,40 : 60,23.431,19.0,12.4,33.5,23.5,43.2,2026
1743,Universidade Federal de Ouro Preto (UFOP),Brazil,13409,14.4,0.01,"2 days, 2:50:00",23.4245,22.3,22.2,23.5,35.2,26.0,2026
1744,Tottori University,Japan,5994,8.3,0.02,39 : 61,23.365,28.4,14.0,22.6,55.3,25.8,2026
1745,"University of Santiago, Chile (USACH)",Chile,26506,20.0,0.04,"1 day, 21:55:00",23.3605,17.4,15.9,29.5,30.1,47.5,2026
1746,University of Yamanashi,Japan,4668,6.2,0.06,31 : 69,23.349,28.3,14.0,22.2,50.2,30.3,2026
1747,Universiti Malaysia Sabah (UMS),Malaysia,16224,9.9,0.04,"2 days, 18:34:00",23.328,23.9,12.2,28.1,28.8,42.1,2026
1748,L.N. Gumilyov Eurasian National University,Kazakhstan,23205,18.3,0.04,"2 days, 1:51:00",23.3215,20.9,15.2,25.4,17.2,59.2,2026
1749,Ladoke Akintola University of Technology,Nigeria,40337,50.1,0.0,"2 days, 1:51:00",23.257,14.0,10.7,40.7,25.6,37.2,2026
1750,Tamil Nadu Agricultural University,India,8627,12.7,0.0,"2 days, 17:35:00",23.2069999999999,35.8,13.3,20.7,31.1,17.8,2026
1751,Kagoshima University,Japan,10130,10.5,0.02,39 : 61,23.1989999999999,26.5,13.8,23.8,56.3,26.5,2026
1752,University of Economics in Prague,Czechia,14471,28.3,0.3,"2 days, 4:48:00",23.1885,17.2,15.0,30.1,20.3,52.3,2026
1753,Tokat GaziosmanpaÅŸa University,Turkey,21110,13.7,0.14,39 : 61,23.1055,19.0,10.0,36.5,23.2,36.3,2026
1754,University of Life Sciences in Lublin,Poland,6705,10.2,0.03,"2 days, 18:34:00",23.09,24.2,12.0,32.5,23.4,23.8,2026
1755,Shibaura Institute of Technology,Japan,9475,25.2,0.05,0.8479166666666667,23.079,18.2,18.7,23.6,45.8,45.0,2026
1756,University of Brawijaya,Indonesia,47186,16.1,0.04,"2 days, 12:40:00",23.0455,24.9,13.3,23.7,36.2,43.8,2026
1757,UniversitÃ© ChouaÃ¯b Doukkali,Morocco,27900,39.6,0.02,"2 days, 12:40:00",23.0374999999999,15.8,11.6,40.1,21.5,28.3,2026
1758,Wasit University,Iraq,17316,9.1,0.0,"2 days, 5:47:00",23.0269999999999,22.9,8.6,36.9,16.5,27.3,2026
1759,National University of San MartÃ­n,Argentina,16968,16.5,0.05,"2 days, 12:40:00",23.022,22.0,11.2,29.3,27.6,45.2,2026
1760,Feng Chia University,Taiwan,20114,23.0,0.06,"1 day, 17:59:00",23.0215,16.9,18.2,24.2,70.7,35.6,2026
1761,Dow University of Health Sciences,Pakistan,8085,7.9,0.05,"3 days, 2:26:00",22.933,24.5,10.4,27.9,19.3,47.3,2026
1762,Badji Mokhtar University â€“ Annaba,Algeria,30510,9.0,0.02,"3 days, 3:25:00",22.922,39.9,8.8,17.0,21.3,35.3,2026
1763,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,15352,24.6,0.0,0.9708333333333333,22.9094999999999,10.8,9.5,41.3,20.9,49.9,2026
1764,Dnipro University of Technology,Ukraine,13079,20.8,0.0,27 : 73,22.9055,13.0,7.6,47.1,17.6,27.1,2026
1765,Federal University of Mato Grosso do Sul,Brazil,23578,13.3,0.01,"2 days, 8:44:00",22.8995,24.0,14.5,25.6,37.8,32.3,2026
1766,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,21295,17.1,0.04,"2 days, 18:34:00",22.8874999999999,23.9,22.5,21.3,27.3,24.4,2026
1767,Bashkir State Medical University,Russian Federation,14567,9.8,0.36,"1 day, 23:53:00",22.8869999999999,28.3,10.3,23.5,20.1,49.3,2026
1768,Federal University of EspÃ­rito Santo,Brazil,30434,17.2,0.01,"2 days, 7:45:00",22.871,24.2,12.8,25.5,53.0,30.0,2026
1769,AydÄ±n Adnan Menderes University,Turkey,13698,13.8,0.02,"2 days, 3:49:00",22.7984999999999,28.4,20.3,20.0,20.4,22.9,2026
1770,Federal University of ViÃ§osa,Brazil,18831,9.9,0.03,"2 days, 8:44:00",22.7945,30.4,12.4,23.4,28.7,27.5,2026
1771,Kyoto Institute of Technology,Japan,4018,14.5,0.06,29 : 71,22.7885,25.5,17.7,16.2,72.2,31.8,2026
1772,Moscow Power Engineering Institute,Russian Federation,14453,18.5,0.15,34 : 66,22.7859999999999,23.2,15.9,20.6,56.4,38.6,2026
1773,Kasetsart University,Thailand,69827,17.3,0.01,"2 days, 13:39:00",22.782,18.8,15.9,27.8,41.5,35.0,2026
1774,Dunarea de Jos University of Galati,Romania,12770,15.9,0.23,"2 days, 10:42:00",22.773,20.0,10.2,32.3,19.0,46.2,2026
1775,Dokkyo Medical University,Japan,1301,1.5,0.01,"2 days, 7:45:00",22.7415,28.1,10.9,27.8,37.4,19.4,2026
1776,National University of La Plata,Argentina,48850,13.1,0.25,"2 days, 12:40:00",22.7335,23.5,12.4,21.5,26.5,62.6,2026
1777,AltÄ±nbaÅŸ University,Turkey,11126,24.2,0.51,"1 day, 17:59:00",22.7264999999999,17.6,11.7,30.3,24.1,54.5,2026
1778,"Vignanâ€™s Foundation for Science, Technology and Research",India,8362,12.8,0.04,"2 days, 2:50:00",22.673,23.0,9.1,35.1,19.6,25.8,2026
1779,Universidad Mayor,Chile,23839,11.5,0.01,"2 days, 7:45:00",22.6715,19.7,8.9,33.2,17.6,48.2,2026
1780,Fluminense Federal University,Brazil,71079,20.2,0.0,"2 days, 0:52:00",22.6684999999999,23.6,13.4,27.9,27.2,31.5,2026
1781,University of Zambia,Zambia,29300,31.2,0.05,"2 days, 14:38:00",22.652,16.4,11.1,31.1,24.0,57.4,2026
1782,Al-Nahrain University,Iraq,8087,4.7,0.0,"2 days, 9:43:00",22.6375,29.7,8.9,28.8,21.0,24.2,2026
1783,Catholic University of BrasÃ­lia,Brazil,7990,20.7,0.0,"2 days, 6:46:00",22.6325,25.5,25.3,13.6,22.2,37.4,2026
1784,Technical University of Liberec,Czechia,5565,11.3,0.1,"2 days, 5:47:00",22.6215,22.2,16.9,20.3,37.6,47.7,2026
1785,University of Pardubice,Czechia,7339,15.3,0.09,"2 days, 7:45:00",22.61,19.7,18.6,22.8,37.8,40.7,2026
1786,National Changhua University of Education,Taiwan,9029,25.2,0.09,"2 days, 1:51:00",22.593,21.6,20.7,20.4,47.7,29.2,2026
1787,University of Miyazaki,Japan,5444,7.8,0.02,37 : 63,22.543,27.0,12.6,23.2,49.6,26.4,2026
1788,Nile University,Egypt,3826,18.5,0.01,37 : 63,22.512,15.2,12.9,34.6,38.8,31.4,2026
1789,Damghan University,Iran,4893,15.9,0.01,"2 days, 14:38:00",22.4979999999999,18.0,10.8,36.2,19.9,32.0,2026
1790,Metropolitan Autonomous University,Mexico,61622,44.5,0.01,"2 days, 2:50:00",22.4845,21.1,24.4,19.6,30.1,28.0,2026
1791,Baku State University,Azerbaijan,19165,12.1,0.05,"2 days, 12:40:00",22.4135,30.1,10.1,21.2,21.0,45.4,2026
1792,University of West Attica,Greece,59127,44.1,0.02,"1 day, 19:57:00",22.397,10.2,11.6,43.1,30.1,25.2,2026
1793,Universidade Federal de CiÃªncias da SaÃºde de Porto Alegre (UFCSPA),Brazil,4652,13.0,0.02,"2 days, 22:30:00",22.3815,23.2,13.1,27.5,30.4,30.3,2026
1794,REVA University,India,15628,17.4,0.02,37 : 63,22.3674999999999,16.9,8.5,41.3,19.3,23.4,2026
1795,Konya Technical University,Turkey,10365,22.2,0.05,29 : 71,22.3559999999999,19.4,9.4,37.8,17.3,25.0,2026
1796,Altai State University,Russian Federation,9271,18.5,0.27,"2 days, 8:44:00",22.3405,23.0,16.4,17.1,25.3,62.1,2026
1797,Kazan State Medical University,Russian Federation,5835,12.2,0.36,"2 days, 6:46:00",22.3365,39.5,11.9,10.1,20.7,45.0,2026
1798,Grand Valley State University,United States,18621,13.9,0.03,"2 days, 14:38:00",22.3075,21.2,9.4,31.6,28.5,36.1,2026
1799,AtÄ±lÄ±m University,Turkey,9249,22.2,0.12,"1 day, 22:54:00",22.279,16.0,11.5,32.6,24.1,46.4,2026
1800,Shahed University,Iran,6402,15.1,0.0,"1 day, 23:53:00",22.275,26.0,13.1,26.6,32.4,20.4,2026
1801,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,6353,19.4,0.0,"2 days, 14:38:00",22.223,29.8,11.9,21.6,21.9,35.0,2026
1802,Al-Quds University,Palestine,10065,10.9,0.33,"3 days, 5:23:00",22.2195,22.9,11.0,17.8,21.1,81.2,2026
1803,Taras Shevchenko National University of Kyiv,Ukraine,25696,11.2,0.05,"2 days, 8:44:00",22.1989999999999,25.7,15.4,22.4,28.6,30.5,2026
1804,"State University ""Kyiv Aviation Institute""",Ukraine,15407,10.5,0.04,40 : 60,22.1539999999999,22.3,9.0,34.8,17.2,24.5,2026
1805,Universidade Estadual de MaringÃ¡,Brazil,17887,11.4,0.0,"2 days, 8:44:00",22.1085,31.8,14.2,19.2,26.8,23.7,2026
1806,Universitas Pendidikan Indonesia,Indonesia,37007,16.9,0.02,"2 days, 8:44:00",22.0574999999999,20.3,11.9,32.2,20.7,28.4,2026
1807,PÃ¡zmÃ¡ny PÃ©ter Catholic University,Hungary,6452,15.9,0.06,,21.9585,23.0,11.7,27.1,23.2,36.3,2026
1808,Universidad CatÃ³lica del Maule,Chile,12490,20.4,0.01,"2 days, 5:47:00",21.9384999999999,16.1,15.8,26.0,17.8,54.6,2026
1809,Kenyatta University,Kenya,55018,27.6,0.05,"2 days, 10:42:00",21.9085,14.3,9.1,34.2,17.4,54.6,2026
1810,University of Oradea,Romania,18847,19.0,0.05,"2 days, 12:40:00",21.8699999999999,16.5,13.3,31.7,18.7,38.5,2026
1811,Shanxi Medical University,China,26728,8.0,0.02,"2 days, 18:34:00",21.8689999999999,24.2,11.6,29.8,23.9,19.6,2026
1812,Sinop University,Turkey,8888,28.3,0.01,"2 days, 8:44:00",21.8685,9.9,12.5,40.8,18.2,31.4,2026
