university_name,country,year,ranking_source,rank,score
Ege University,Turkey,2026,THE,1391,28.7294999999999
Kashan University of Medical Sciences and Health Services,Iran,2026,THE,1392,28.7249999999999
Universidade Eduardo Mondlane,Mozambique,2026,THE,1393,28.713
Fu Jen Catholic University,Taiwan,2026,THE,1394,28.6824999999999
Ho Chi Minh City Open University,Vietnam,2026,THE,1395,28.6585
Nelson Mandela University,South Africa,2026,THE,1396,28.6425
"Federal University of Technology, Minna",Nigeria,2026,THE,1397,28.6405
University of Nigeria Nsukka,Nigeria,2026,THE,1398,28.637
Prince of Songkla University,Thailand,2026,THE,1399,28.6324999999999
University of Burgos,Spain,2026,THE,1400,28.6265
South Valley University (Egypt),Egypt,2026,THE,1401,28.6199999999999
Tezpur University,India,2026,THE,1402,28.6044999999999
Damanhour University,Egypt,2026,THE,1403,28.5915
University of Mazandaran,Iran,2026,THE,1404,28.5835
Medical University of Bialystok,Poland,2026,THE,1405,28.578
University of Colima,Mexico,2026,THE,1406,28.5735
Universitas Muhammadiyah Surakarta,Indonesia,2026,THE,1407,28.5434999999999
Ariel University,Israel,2026,THE,1408,28.5359999999999
Adolfo IbÃ¡Ã±ez University,Chile,2026,THE,1409,28.5335
"MNS University of Agriculture, Multan",Pakistan,2026,THE,1410,28.521
Slovak University of Agriculture in Nitra,Slovakia,2026,THE,1411,28.5155
University of Antioquia,Colombia,2026,THE,1412,28.5149999999999
Shahid Chamran University of Ahvaz,Iran,2026,THE,1413,28.5079999999999
Shahrekord University,Iran,2026,THE,1414,28.5035
National Institute of Technology Warangal,India,2026,THE,1415,28.502
Zewail City of Science and Technology,Egypt,2026,THE,1416,28.4895
Lahore College for Women University (LCWU),Pakistan,2026,THE,1417,28.4545
Madan Mohan Malaviya University of Technology,India,2026,THE,1418,28.4529999999999
Al-Farabi Kazakh National University,Kazakhstan,2026,THE,1419,28.4474999999999
University of Peradeniya,Sri Lanka,2026,THE,1420,28.4395
Erciyes University,Turkey,2026,THE,1421,28.4315
The University of the West Indies,Jamaica,2026,THE,1422,28.4159999999999
The John Paul II Catholic University of Lublin,Poland,2026,THE,1423,28.3955
Tokyo University of Science,Japan,2026,THE,1424,28.375
Sohag University,Egypt,2026,THE,1425,28.362
St Francis Xavier University,Canada,2026,THE,1426,28.3565
Warsaw University of Technology,Poland,2026,THE,1427,28.3379999999999
University of El Oued,Algeria,2026,THE,1428,28.337
Pavol Jozef Å afÃ¡rik University in KoÅ¡ice,Slovakia,2026,THE,1429,28.335
Sapporo Medical University,Japan,2026,THE,1430,28.3189999999999
University of Reims Champagne-Ardenne,France,2026,THE,1431,28.31
WrocÅ‚aw University of Science and Technology,Poland,2026,THE,1432,28.309
Shahid Bahonar University of Kerman,Iran,2026,THE,1433,28.3025
University of Social Welfare and Rehabilitation Sciences,Iran,2026,THE,1434,28.2899999999999
Sidi Mohamed Ben Abdellah University,Morocco,2026,THE,1435,28.278
Shiga University of Medical Science,Japan,2026,THE,1436,28.277
